junction_id,llm_calls,llm_overrides,mean_reward,total_reward
J54,5,1,-0.0034,-1.5375
J35,2,1,-0.0009,-0.4125
J44,4,1,-0.0037,-1.65
J81,2,0,-0.0063,-2.8125
J90,4,1,-0.0032,-1.4438
J111,1,0,-0.0058,-2.5875
J120,5,0,-0.0073,-3.2813
J16,3,0,-0.0017,-0.7688
J7,1,0,-0.003,-1.3313
J133,4,1,-0.0031,-1.3688
J169,4,2,-0.0059,-2.625
J187,6,1,-0.0042,-1.8938
J178,3,0,-0.0023,-1.0125
J223,0,0,-0.0001,-0.0375
J250,8,2,-0.0005,-0.2438
