junction_id,llm_calls,llm_overrides,mean_reward,total_reward
intersection_5_22,2,0,-0.0105,-3.7833
intersection_5_23,3,0,-0.0097,-3.4797
intersection_5_24,4,0,-0.0074,-2.6807
intersection_5_25,2,0,-0.0074,-2.6755
intersection_5_26,1,0,-0.0406,-14.5995
intersection_5_27,1,0,-0.0109,-3.9161
intersection_5_28,0,0,-0.1149,-41.362
intersection_6_1,1,0,-0.0989,-35.6125
intersection_6_2,1,0,-0.0168,-6.05
intersection_6_3,5,0,-0.0046,-1.6682
intersection_6_4,2,0,-0.0015,-0.5229
intersection_6_5,0,0,-0.0023,-0.838
intersection_6_6,3,0,-0.0004,-0.1469
intersection_6_7,0,0,-0.0024,-0.875
intersection_6_8,0,0,-0.0042,-1.5151
intersection_6_9,1,0,-0.0042,-1.5
intersection_6_10,0,0,-0.0021,-0.7734
intersection_6_11,0,0,-0.005,-1.8031
intersection_6_12,1,0,-0.0,-0.0167
intersection_6_13,0,0,-0.0014,-0.5208
intersection_6_14,3,0,-0.0011,-0.3917
intersection_6_15,2,0,-0.0013,-0.4568
intersection_6_16,2,0,-0.0023,-0.8214
intersection_6_17,1,0,-0.0014,-0.5089
intersection_6_18,3,0,-0.0013,-0.4568
intersection_6_19,4,0,-0.0008,-0.276
intersection_6_20,2,0,-0.0137,-4.9354
intersection_6_21,2,0,-0.0012,-0.4484
intersection_6_22,2,0,-0.0076,-2.7198
intersection_6_23,2,0,-0.003,-1.0813
intersection_6_24,2,0,-0.0056,-2.0068
intersection_6_25,1,0,-0.0015,-0.5521
intersection_6_26,2,0,-0.0071,-2.5635
intersection_6_27,1,0,-0.0044,-1.5979
intersection_6_28,1,0,-0.1018,-36.6411
intersection_7_1,0,0,-0.0477,-17.1766
intersection_7_2,0,0,-0.0142,-5.1276
intersection_7_3,1,0,-0.0293,-10.5344
intersection_7_4,0,0,-0.0325,-11.7016
intersection_7_5,1,0,-0.0159,-5.7401
intersection_7_6,0,0,-0.0266,-9.5849
intersection_7_7,0,0,-0.0307,-11.0495
intersection_7_8,0,0,-0.0487,-17.5307
intersection_7_9,0,0,-0.0578,-20.8151
intersection_7_10,0,0,-0.0343,-12.3568
intersection_7_11,0,0,-0.0267,-9.5943
intersection_7_12,0,0,-0.0385,-13.8677
intersection_7_13,1,0,-0.0594,-21.3833
intersection_7_14,0,0,-0.0511,-18.4052
intersection_7_15,2,0,-0.0876,-31.5422
intersection_7_16,0,0,-0.1023,-36.8323
intersection_7_17,0,0,-0.0555,-19.9969
intersection_7_18,1,0,-0.0507,-18.2464
intersection_7_19,0,0,-0.0877,-31.587
intersection_7_20,1,0,-0.0537,-19.337
intersection_7_21,0,0,-0.0438,-15.776
intersection_7_22,1,0,-0.0405,-14.5896
intersection_7_23,1,0,-0.0396,-14.2677
intersection_7_24,2,0,-0.0216,-7.7766
intersection_7_25,1,0,-0.0188,-6.7661
intersection_7_26,1,0,-0.0193,-6.9531
intersection_7_27,2,0,-0.0074,-2.6547
intersection_7_28,1,0,-0.0341,-12.275
